Domain,Linux,Accessible,Download,
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/7/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/rhn-tools/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-server-nfs/3.1/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/supplementary/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/7Server/$basearch/sat-tools/6.1/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-server-splunk/3.1/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/openstack-tools/7.0/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-console/3.1/debug,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/optional/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/openstack-tools/7.0/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhs-client/debug,RedHat,No,No,No
https://cdn.redhat.com/content/fastrack/rhel/server/7/$basearch/optional/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/7Server/$basearch/sat-tools/6.2/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/openstack-tools/9/os,RedHat,No,No,No
https://cdn.redhat.com/content/fastrack/rhel/server/7/$basearch/highavailability/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/7Server/$basearch/sat-tools/6.2/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-nagios/3.1/os,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/supplementary/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/oracle-java/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rh-gluster-samba/3.1/debug,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/oracle-java/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/optional/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rh-gluster-samba/3.1/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/6/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/ceph-tools/1.3/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rh-gluster-samba/3.1/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-console/3.1/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/optional/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-server-bigdata/3.1/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhn-tools/os,RedHat,No,No,No
https://cdn.redhat.com/content/fastrack/rhel/server/7/$basearch/optional/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/oracle-java/os,RedHat,No,No,No
https://cdn.redhat.com/content/fastrack/rhel/server/7/$basearch/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/openstack-tools/9/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/oracle-java/os,RedHat,No,No,No
https://cdn.redhat.com/content/fastrack/rhel/server/7/$basearch/optional/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/6/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-server/3.1/os,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/rhn-tools/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-console/3.1/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/7Server/$basearch/extras/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/7/debug,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/rh-common/os,RedHat,No,No,No
https://cdn.redhat.com/content/fastrack/rhel/server/7/$basearch/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-server/3.1/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/optional/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/rhn-tools/debug,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/openstack-tools/9/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/6.4/os,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/sat-tools/6/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/v2vwin/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/highavailability/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/ceph-tools/2/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-server/3.1/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/7Server/$basearch/jbcs/1/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/7Server/$basearch/extras/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/7/os,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/highavailability/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rh-common/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-server-nfs/3.1/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/7Server/$basearch/sat-tools/6.1/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rh-common/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/v2vwin/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/6.3/os,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/rh-common/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/fastrack/rhel/server/7/$basearch/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/supplementary/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/ceph-tools/1.3/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/6.4/debug,RedHat,No,No,No
https://cdn.redhat.com/content/eus/rhel/server/7/$releasever/$basearch/oracle-java/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rh-common/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/6.4/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/ceph-tools/2/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/7Server/$basearch/jbcs/1/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhn-tools/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/6.3/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/highavailability/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-server-bigdata/3.1/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/7.0/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-server-splunk/3.1/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/openstack-tools/8/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/6/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/supplementary/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhs-client/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/7.0/os,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/highavailability/os,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/rh-common/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/openstack-tools/8/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/ceph-tools/1.3/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/7Server/$basearch/jbcs/1/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/sat-tools/6/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/openstack-tools/8/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/supplementary/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/7.0/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhs-client/os,RedHat,No,No,No
https://cdn.redhat.com/content/fastrack/rhel/server/7/$basearch/highavailability/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/highavailability/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/supplementary/os,RedHat,No,No,No
https://cdn.redhat.com/content/eus/rhel/server/7/$releasever/$basearch/oracle-java/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-server-nfs/3.1/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-server-bigdata/3.1/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/optional/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/openstack-tools/7.0/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/jbeap/6.3/debug,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/sat-tools/6/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhn-tools/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-nagios/3.1/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhgs-server-splunk/3.1/os,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/server/7/$basearch/optional/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhscon-main/2/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/openstack-tools/10/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhscon-main/2/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/openstack-tools/10/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhscon-agent/2/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/openstack-tools/10/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhscon-installer/2/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhscon-installer/2/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhscon-agent/2/debug,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhscon-agent/2/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhscon-main/2/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/$releasever/$basearch/rhscon-installer/2/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/7Server/$basearch/openstack-tools/11/debug,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/x86_64/7/$basearch/extras/debug,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/x86_64/7/$basearch/extras/source/SRPMS,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/7Server/$basearch/openstack-tools/11/os,RedHat,No,No,No
https://cdn.redhat.com/content/beta/rhel/x86_64/7/$basearch/extras/os,RedHat,No,No,No
https://cdn.redhat.com/content/dist/rhel/server/7/7Server/$basearch/openstack-tools/11/source/SRPMS,RedHat,No,No,No
ftp://ftp.redhat.com/pub/redhat/linux/enterprise/$releasever/en/os/SRPMS/,RedHat,Yes,No,Yes
ftp://ftp.redhat.com/pub/redhat/linux/beta/$releasever/en/os/SRPMS/,RedHat,Yes,No,Yes
https://updates.suse.com/SUSE/Products/SLE-SERVER/12-SP1/x86_64/product_debug?xw1Com47ze1ZwCMHkXvnbOcFUq9bEZt_EylTLuT6YSPmn2uTVWoby1X4Bo1sK0xyW_V9-3RVeFUDsMmwdJjVSJhp78nKoIcJfuQk-RGHf6B-6ARpK_ncTuzCibsSXAlKiiyw4ElztYcgXlSRTzFQnLW-Dw,Suse,No,No,No
https://updates.suse.com/SUSE/Updates/SLE-SERVER/12-SP1/x86_64/update_debug?1ycJEJFR00Zd9Sq8nA2tREvPyQFz6_F6RYHWBk06FcP3_rzbriuFc7RkCf5toIPJ96l9SnyBiisCbrJ-t2C8MRZens96A7MCtKA_UBaVQsSRYFfPpoa6YfPEDlgZaz7k6MqTD1QQQzQ9mRrf_t0Q_s8,Suse,No,No,No
https://updates.suse.com/SUSE/Products/SLE-SERVER/12-SP1/x86_64/product?X6SimMkJ2T00eSKF8npfaPDHPpXvR1IHRYz5Cn3uJrf7hEaDoKkOWlb_z7oR9lFJzvvRyYrucoIkrIYx8oPPPBlIpnjxA8QyXAg6Tf9ESlqsDvAW963jG9rtwQ3AP6A1MaeVhT4_ffq1I3yTTg,Suse,No,No,No
https://updates.suse.com/SUSE/Products/SLE-SERVER/12-SP1/x86_64/product_source?hDOC5RIL5fMVkm4jDuNBXAiLJu8tlxQFUe2QgetXpZkLVu65-n3f-i4bByN0rTwzWC6BvJRT9nfuIbNT5rAmptEaex0Cbih_PzMgoEvaoAB9c1TPR8xlwnGK8wR2jjgHos79ZhsyMmsTxQrUw0J4fr7UwiI,Suse,No,No,No
https://updates.suse.com/SUSE/Updates/SLE-SERVER/12-SP1/x86_64/update?449AF-9i64IMvhZQ9g9XUrQywlasyWHVDI56-UfU5S0uGOCdSHjcLKEc3iRwAgx-lpZt5ckf1HRDWcj7B7OMjf3s_R0QYM0Qlud3efmck4u53WwmomqxNuEggaJx4WUeVRsQMfzX1_GpCUg,Suse,No,No,No
